,Название,Сеть,Адрес,Город,Оборудование в магазине,Статус поддержки,tClients,name_combined,adr_tocheck,geometry.location.lat,geometry.location.lng,formatted_address,locality,administrative_area_level_2,administrative_area_level_1,route,street_number
355,759099,Теле-2,"г. Тюмень, ул. Дмитрия Менделеева, д. 1",,759099_ESL-ZKong,Нет активной поддержки,"Филиал ООО ""Т2 Мобайл"" в Тюменской и Курганской областях",759 099," г. Тюмень, ул. Дмитрия Менделеева, д. 1",57.116878,65.55046,"ТРК ""Кристалл"", ул. Дмитрия Менделеева, 1, Тюмень, Тюменская обл., Россия, 625007",Тюмень,город Тюмень,Тюменская область,улица Дмитрия Менделеева,1
356,1067192,Теле-2,"г. Тюмень, ул. Пермякова, д. 50Б",,1067192_ESL-SES,На поддержке,"Филиал ООО ""Т2 Мобайл"" в Тюменской и Курганской областях",1 067 192," г. Тюмень, ул. Пермякова, д. 50Б",57.1188782,65.5768208,"ул. Пермякова, 50Б, Тюмень, Тюменская обл., Россия, 625016",Тюмень,город Тюмень,Тюменская область,улица Пермякова,50Б
357,1086737,Теле-2,"г. Копейск, пр-т Славы, д. 8",,1086737_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",1 086 737," г. Копейск, пр-т Славы, д. 8",55.1131691,61.6113239,"пр. Славы, 8, Копейск, Челябинская обл., Россия, 456618",Копейск,город Копейск,Челябинская область,проспект Славы,8
358,64048,Теле-2,"г. Магнитогорск, пр-т Карла Маркса, д. 168 (бывший Завенягина 10)",,64048_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",64 048," г. Магнитогорск, пр-т Карла Маркса, д. 168 (бывший Завенягина 10)",53.38124699999999,58.9770487,"пр-т. К.Маркса, 168, Магнитогорск, Челябинская обл., Россия, 455038",Магнитогорск,город Магнитогорск,Челябинская область,проспект К.Маркса,168
359,18781,Теле-2,"г. Магнитогорск, пр-т Карла Маркса, д. 109",,18781_ESL-ZKong,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",18 781," г. Магнитогорск, пр-т Карла Маркса, д. 109",53.397067,58.9794916,"пр-т. К.Маркса, 109, Магнитогорск, Челябинская обл., Россия, 455037",Магнитогорск,город Магнитогорск,Челябинская область,проспект К.Маркса,109
360,854532,Теле-2,"г. Миасс, пр-т Автозаводцев, д. 65",,854532_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",854 532," г. Миасс, пр-т Автозаводцев, д. 65",55.0465367,60.1097403,"пр. Автозаводцев, 65, Миасс, Челябинская обл., Россия, 456300",Миасс,город Миасс,Челябинская область,проспект Автозаводцев,65
361,18914,Теле-2,"г. Миасс, пр-т Автозаводцев, д. 23",,18914_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",18 914," г. Миасс, пр-т Автозаводцев, д. 23",55.05850299999999,60.10814399999999,"пр. Автозаводцев, 23, Миасс, Челябинская обл., Россия, 456304",Миасс,город Миасс,Челябинская область,проспект Автозаводцев,23
362,1001464,Теле-2,"г. Челябинск, ул. Черкасская, д. 15",,1001464_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",1 001 464," г. Челябинск, ул. Черкасская, д. 15",55.2413593,61.3803776,"ул. Черкасская, 15, Челябинск, Челябинская обл., Россия, 454031",Челябинск,город Челябинск,Челябинская область,улица Черкасская,15
363,759349,Теле-2,"г. Челябинск, ул. Дарвина, д. 18",,759349_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",759 349," г. Челябинск, ул. Дарвина, д. 18",55.12710569999999,61.3692418,"ул. Дарвина, 18, Челябинск, Челябинская обл., Россия, 454087",Челябинск,город Челябинск,Челябинская область,улица Дарвина,18
364,754332,Теле-2,"г. Челябинск, ул. Кирова, д. 1Б",,754332_ESL-ZKong,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",754 332," г. Челябинск, ул. Кирова, д. 1Б",55.1830121,61.3998281,"ул. Кирова, 1 б, Челябинск, Челябинская обл., Россия, 454084",Челябинск,город Челябинск,Челябинская область,улица Кирова,1 б
365,65089,Теле-2,"г. Челябинск, Комсомольский пр-т, д. 34Б",,65089_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",65 089," г. Челябинск, Комсомольский пр-т, д. 34Б",55.194832,61.3432988,"Комсомольский пр-т., 34Б, Челябинск, Челябинская обл., Россия, 454000",Челябинск,город Челябинск,Челябинская область,Комсомольский проспект,34Б
366,7623,Теле-2,"г. Челябинск, ул. Сони Кривой, д. 32",,7623_ESL-SES,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",7 623," г. Челябинск, ул. Сони Кривой, д. 32",55.1581347,61.39005219999999,"ул. Сони Кривой, 32, Челябинск, Челябинская обл., Россия, 454080",Челябинск,город Челябинск,Челябинская область,улица Сони Кривой,32
367,53440,Теле-2,"г. Златоуст,  ул. Гагарина, д. 10",,53440_ESL-ZKong,Нет активной поддержки,"Челябинский филиал ООО ""Т2 МОБАЙЛ""",53 440," г. Златоуст,  ул. Гагарина, д. 10",55.146998,59.676211,"просп. Гагарина, 10, Златоуст, Челябинская обл., Россия, 456228",Златоуст,город Златоуст,Челябинская область,проспект Гагарина,10
368,762013,Теле-2,"г. Новый Уренгой, ул. Сибирская, д. 36",,762013_ESL-ZKong,На поддержке,"Ямало-Ненецкий филиал ООО ""Т2 Мобайл""",762 013," г. Новый Уренгой, ул. Сибирская, д. 36",66.0814645,76.650634,"Сибирская ул., 36, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия, 629305",Новый Уренгой,город Новый Уренгой,Ямало-Ненецкий автономный округ,Сибирская улица,36
